ilce_adi;mahalle_adi;mahalle_koy_uavt;cok_agir_hasarli_bina_sayisi;agir_hasarli_bina_sayisi;orta_hasarli_bina_sayisi;hafif_hasarli_bina_sayisi;can_kaybi_sayisi;agir_yarali_sayisi;hastanede_tedavi_sayisi;hafif_yarali_sayisi;dogalgaz_boru_hasari;icme_suyu_boru_hasari;atik_su_boru_hasari;gecici_barinma
K‹«‹K«EKMECE;G‹LTEPE;40589;52;116;391;591;68;39;182;332;1;1;3;3207
K‹«‹K«EKMECE;HALKALI MERKEZ;40590;57;163;709;1315;92;53;255;492;2;2;7;5838
K‹«‹K«EKMECE;›N÷N‹;40592;95;243;924;1399;143;83;385;711;2;2;6;7372
K‹«‹K«EKMECE;›STASYON;40605;46;116;452;751;46;29;129;246;1;1;3;3350
K‹«‹K«EKMECE;KANARYA;40604;116;235;802;1210;144;91;384;696;1;1;4;7297
K‹«‹K«EKMECE;KARTALTEPE;40588;62;112;313;374;52;34;137;239;1;1;3;1752
K‹«‹K«EKMECE;KEMALPAﬁA;40594;34;65;219;316;44;24;114;202;0;1;1;1655
K‹«‹K«EKMECE;MEHMET AK›F;40586;21;75;435;991;33;19;95;201;1;1;2;3390
K‹«‹K«EKMECE;S÷–‹TL‹ «EﬁME;40587;82;181;645;892;89;51;236;424;1;1;3;3896
K‹«‹K«EKMECE;SULTAN MURAT;40595;42;85;262;329;47;28;125;222;0;1;1;1891
K‹«‹K«EKMECE;TEVF›KBEY;40593;87;171;533;722;103;63;272;482;1;2;4;4404
K‹«‹K«EKMECE;YARIMBURGAZ;40599;11;45;204;362;3;2;20;45;0;1;1;750
K‹«‹K«EKMECE;YEN› MAHALLE;40600;67;118;327;437;71;49;190;336;1;1;3;2297
K‹«‹K«EKMECE;YEﬁ›LOVA;40602;86;180;520;676;93;63;250;451;1;1;4;4140
MALTEPE;ALTAY«EﬁME;40612;6;15;90;294;9;4;27;57;0;1;1;877
MALTEPE;ALTINTEPE;40613;10;22;126;403;18;9;47;93;1;0;1;1077
MALTEPE;AYDINEVLER;40617;4;16;86;265;2;1;12;31;0;0;1;573
MALTEPE;BA–LARBAﬁI;40615;26;59;309;720;35;19;95;181;1;1;2;2227
MALTEPE;BAﬁIB‹Y‹K;40625;19;68;286;618;10;8;37;80;1;1;1;1184
MALTEPE;B‹Y‹KBAKKALK÷Y;40624;3;15;86;189;0;0;1;5;0;0;1;80
MALTEPE;CEV›ZL›;40614;27;69;343;710;30;15;85;162;1;1;2;2224
MALTEPE;«INAR;40608;4;10;67;218;6;3;19;41;0;0;1;602
MALTEPE;ESENKENT;40620;22;70;290;581;18;12;55;108;0;1;2;1406
MALTEPE;FEYZULLAH;40610;14;30;140;313;20;10;53;98;1;1;1;1170
MALTEPE;FINDIKLI;40619;4;14;130;561;4;2;22;57;0;0;1;1156
MALTEPE;G›RNE;40618;2;9;53;176;2;0;10;25;0;0;0;433
MALTEPE;G‹LENSU;40622;28;99;400;753;14;12;44;90;0;1;1;976
MALTEPE;G‹LSUYU;40621;20;67;316;595;12;9;37;76;1;1;1;947
MALTEPE;›DEALTEPE;40609;4;12;84;270;7;3;22;47;0;0;1;702
MALTEPE;K‹«‹KYALI MERKEZ;40611;6;15;100;315;9;4;27;57;0;0;1;816
MALTEPE;YALI;40616;25;57;212;320;20;11;55;102;1;1;2;1208
MALTEPE;Z‹MR‹TEVLER;40623;13;43;270;855;18;8;58;128;1;1;2;2444
PEND›K;AHMET YESEV›;40632;7;38;233;524;6;2;24;59;1;1;2;1282
PEND›K;BAH«EL›EVLER;40628;7;23;130;306;6;3;19;38;0;0;1;609
PEND›K;BALLICA;191755;1;4;25;60;0;0;0;0;0;0;0;28
PEND›K;BATI;40633;8;23;122;309;8;4;25;50;0;0;1;737
PEND›K;«AM«EﬁME;40649;7;23;161;487;8;4;26;57;0;0;1;1046
PEND›K;«AMLIK;40656;3;19;114;243;1;0;5;21;0;1;1;616
PEND›K;«INARDERE;40644;11;38;188;386;8;6;27;56;0;0;1;958
PEND›K;DO–U;40627;9;26;130;321;10;5;30;59;1;1;1;813
PEND›K;DUMLUPINAR;40626;17;58;286;611;11;8;38;82;1;1;1;1398
PEND›K;EM›RL›;191757;0;2;12;36;0;0;0;0;0;0;0;14
PEND›K;ERTU–RUL GAZ›;40635;29;107;405;796;7;9;40;85;0;1;1;720
PEND›K;ESENLER;40638;3;15;111;366;2;1;12;31;0;0;1;782
PEND›K;ESENYALI;40643;5;14;65;277;7;3;19;37;0;0;1;357
PEND›K;FAT›H;40647;6;25;163;415;6;3;19;43;0;0;1;905
PEND›K;FEVZ› «AKMAK;40629;7;26;179;537;7;2;26;60;1;1;1;1133
PEND›K;G÷«BEYL›;191759;1;6;45;118;0;0;0;0;0;0;0;50
PEND›K;G‹LL‹ BA–LAR;40640;4;21;131;316;1;0;11;26;0;0;1;552
PEND›K;G‹ZELYALI;40634;8;27;133;513;10;3;31;62;1;1;2;988
PEND›K;HARMANDERE;40636;5;16;60;118;4;2;13;27;0;0;0;441
PEND›K;KAVAKPINAR;40646;21;93;557;1271;19;8;65;145;1;1;3;2841
PEND›K;KAYNARCA;40631;12;37;235;734;14;6;46;99;1;1;2;1681
PEND›K;KURNA;191761;2;9;47;111;0;0;0;1;0;1;0;65
PEND›K;KURTDO–MUﬁ;191763;0;1;10;35;0;0;0;0;0;0;0;10
PEND›K;KURTK÷Y;40654;3;15;109;334;0;0;8;26;0;0;1;743
PEND›K;ORHANGAZ›;40650;8;33;217;557;9;4;26;59;1;0;1;1239
PEND›K;ORTA;40645;8;24;107;196;5;4;16;32;0;0;0;415
PEND›K;RAMAZANO–LU;40639;11;47;212;354;1;0;10;23;1;1;1;220
PEND›K;SANAY›;40651;6;28;133;219;3;2;9;19;1;0;1;215
PEND›K;SAPAN BA–LARI;40637;10;27;135;266;8;5;22;45;0;0;1;688
PEND›K;S‹L‹NTEPE;40655;8;41;230;537;4;2;19;47;0;1;1;976
PEND›K;ﬁEYHL›;40630;7;27;144;313;4;2;17;38;1;1;1;832
PEND›K;VEL›BABA;40642;10;48;271;665;5;3;26;66;1;1;2;1391
PEND›K;YAYALAR;40641;5;21;112;256;1;0;10;24;0;0;1;496
PEND›K;YEN›;40652;16;44;208;365;14;8;38;74;0;1;1;1129
PEND›K;YEN›ﬁEH›R;40653;3;18;117;335;2;0;17;49;1;1;1;1526
PEND›K;YEﬁ›LBA–LAR;40648;6;17;88;162;4;2;13;26;0;0;1;385
SANCAKTEPE;ABDURRAHMANGAZ›;40579;5;29;183;515;3;1;13;35;1;1;2;931
SANCAKTEPE;AKPINAR;40575;14;57;268;534;11;7;36;78;1;1;2;1340
SANCAKTEPE;ATAT‹RK;98781;1;6;69;285;0;0;2;12;0;0;0;359
SANCAKTEPE;EMEK;40759;4;22;144;394;3;1;14;36;0;1;1;844
SANCAKTEPE;EY‹P SULTAN;40578;5;24;154;419;1;0;9;28;1;1;2;628
SANCAKTEPE;FAT›H;40576;7;35;213;538;4;1;21;54;1;1;2;1257
SANCAKTEPE;H›LAL;40776;1;7;54;148;0;0;2;6;0;0;0;157
SANCAKTEPE;›N÷N‹;40760;1;4;48;228;0;0;2;11;0;0;0;271
SANCAKTEPE;KEMAL T‹RKLER;40761;1;7;63;230;0;0;3;12;0;0;0;329
SANCAKTEPE;MECL›S;40762;1;6;64;286;1;0;4;15;0;1;1;393
SANCAKTEPE;MERVE;40775;2;12;96;285;0;0;3;15;0;0;1;457
SANCAKTEPE;MEVLANA;40773;2;14;93;265;1;1;6;18;0;0;1;434
SANCAKTEPE;OSMANGAZ›;40580;19;84;416;861;11;6;46;111;1;1;3;2173
SANCAKTEPE;PAﬁAK÷Y;192001;1;9;51;125;0;0;0;0;0;0;0;65
SANCAKTEPE;SAFA;40771;2;13;88;256;1;0;7;21;0;0;0;517
SANCAKTEPE;SARIGAZ›;40763;4;17;114;322;3;1;12;30;0;0;1;704
SANCAKTEPE;VEYSEL KARAN›;40574;10;47;250;504;8;5;26;58;1;1;1;1215
SANCAKTEPE;YEN›DO–AN;40774;1;6;63;226;0;0;1;9;0;0;1;313
SANCAKTEPE;YUNUS EMRE;40772;3;17;108;312;1;1;9;25;0;0;1;580
SARIYER;AYAZA–A;40686;5;23;152;448;2;1;13;33;1;1;1;714
SARIYER;BAH«EK÷Y KEMER;40684;0;1;12;40;0;0;0;0;0;0;0;34
SARIYER;BAH«EK÷Y MERKEZ;40682;0;1;11;39;0;0;0;2;0;0;0;49
SARIYER;BAH«EK÷Y YEN›;40683;0;1;13;47;0;0;0;1;0;0;0;62
SARIYER;BALTAL›MANI;40657;3;12;74;187;0;0;3;8;0;0;0;125
SARIYER;B‹Y‹KDERE;40658;7;22;123;298;2;1;7;17;0;0;0;295
SARIYER;CUMHUR›YET;40659;2;10;66;200;0;0;3;10;0;0;0;176
SARIYER;«AMLITEPE;40660;1;4;27;97;0;0;1;5;0;0;0;83
SARIYER;«AYIRBAﬁI;40661;12;27;98;166;5;3;15;28;0;0;0;286
SARIYER;DAR‹ﬁﬁAFAKA;40662;1;3;15;48;0;0;1;3;0;0;0;140
SARIYER;DEM›RC›K÷Y;191765;1;3;31;92;0;0;0;0;0;0;0;34
SARIYER;EM›RGAN;40663;1;3;39;130;0;0;0;1;0;0;0;87
SARIYER;FAT›H SULTAN MEHMET;40664;3;19;153;434;0;0;4;14;0;0;0;291
SARIYER;FERAHEVLER;40665;1;6;55;203;0;0;1;5;0;0;0;150
SARIYER;GAR›P«E;191767;0;1;6;19;0;0;0;0;0;0;0;7
SARIYER;G‹M‹ﬁDERE;191769;1;5;37;107;0;0;0;0;0;0;0;54
SARIYER;HUZUR;40700;1;4;26;94;0;0;1;3;0;0;1;124
SARIYER;›ST›NYE;40666;11;30;141;284;8;5;23;44;0;1;1;592
SARIYER;KAZIM KARABEK›R PAﬁA;40667;2;10;75;217;0;0;2;8;0;0;0;158
SARIYER;KISIRKAYA;191771;0;2;12;31;0;0;0;0;0;0;0;28
SARIYER;K›RE«BURNU;40668;1;2;27;98;0;0;0;1;0;0;0;38
SARIYER;KOCATAﬁ;40669;1;6;46;134;0;0;1;4;0;0;0;80
SARIYER;KUMK÷Y (K›LYOS);191773;1;6;57;173;0;0;0;0;0;0;1;83
SARIYER;MADEN;40670;4;14;111;310;1;1;6;13;0;0;1;268
SARIYER;MASLAK;40704;1;6;45;124;1;1;6;15;0;1;1;26
SARIYER;PINAR;40672;2;9;59;192;1;1;4;10;0;0;0;195
SARIYER;POL›GON;40673;1;3;28;91;0;0;0;3;0;0;0;98
SARIYER;PTT EVLER›;40674;4;9;53;111;2;1;7;14;0;0;0;175
SARIYER;REﬁ›TPAﬁA;40675;4;18;125;384;1;1;6;18;1;0;1;307
SARIYER;RUMEL› H›SARI;40676;3;11;77;223;0;0;3;8;0;0;0;195
SARIYER;RUMEL› KAVA–I;40677;3;9;56;135;0;0;2;6;0;0;0;119
SARIYER;RUMEL›FENER›;191775;1;3;28;89;0;0;0;0;0;0;0;42
SARIYER;SARIYER MERKEZ;40671;15;37;179;380;8;5;25;47;1;1;1;546
SARIYER;TARABYA;40678;0;4;51;205;0;0;0;1;0;0;1;145
SARIYER;USKUMRUK÷Y;191777;1;12;123;364;0;0;0;0;1;1;0;184
SARIYER;YEN›;40679;5;11;60;136;2;1;5;11;0;0;0;145
SARIYER;YEN›K÷Y;40680;2;10;92;287;0;0;2;8;0;0;1;250
SARIYER;ZEKER›YAK÷Y;191779;1;8;103;360;0;0;0;0;1;1;1;231
S›L›VR›;AK÷REN;191835;4;17;83;199;0;0;0;0;1;0;1;95
S›L›VR›;AL›BEY;40920;8;28;134;330;7;4;24;53;1;1;1;1015
S›L›VR›;AL›PAﬁA;40927;8;31;127;221;0;0;1;3;1;1;1;117
S›L›VR›;BALABAN;40930;32;118;468;686;0;0;4;9;1;1;2;488
S›L›VR›;BEK›RL›;191845;3;7;24;49;0;0;0;1;0;0;0;28
S›L›VR›;BEYC›LER;191847;4;13;55;131;0;0;1;2;0;0;1;69
S›L›VR›;B‹Y‹K «AVUﬁLU;40941;9;26;101;239;0;0;3;6;0;1;1;145
S›L›VR›;B‹Y‹K KILI«LI;16775;4;17;75;172;0;0;0;0;0;0;0;85
S›L›VR›;B‹Y‹K S›NEKL›;16771;3;7;25;55;0;0;0;0;0;0;0;89
S›L›VR›;CUMHUR›YET;40922;34;126;490;678;6;3;22;49;1;2;1;704
S›L›VR›;«AYIRDERE;191851;12;26;73;155;0;0;2;4;0;0;0;104
S›L›VR›;«ELT›K;191837;8;31;124;207;0;0;0;1;1;1;1;142
S›L›VR›;DANAMANDIRA;191853;2;5;23;63;0;0;0;1;0;0;0;32
S›L›VR›;FAT›H;40918;9;28;104;215;6;4;17;36;0;0;0;454
S›L›VR›;FENER;16765;13;45;168;316;0;0;2;4;1;1;1;195
S›L›VR›;FEVZ›PAﬁA;40933;7;29;128;242;1;1;5;12;1;1;2;188
S›L›VR›;GAZ›TEPE;40925;7;28;105;180;0;0;1;3;0;0;0;124
S›L›VR›;G‹M‹ﬁYAKA;40935;45;186;781;1146;1;0;14;34;2;2;5;946
S›L›VR›;H‹RR›YET;40937;1;16;110;214;0;0;0;0;1;1;0;322
S›L›VR›;›SMETPAﬁA;40934;7;29;122;229;1;1;4;10;1;1;1;221
S›L›VR›;KADIK÷Y;40939;12;38;128;224;1;1;4;9;0;0;0;170
S›L›VR›;KAVAKLI;40936;2;18;119;226;0;0;0;1;1;1;0;153
S›L›VR›;KURFALLI;191855;3;11;39;90;0;0;0;0;0;0;0;48
S›L›VR›;K‹«‹K KILI«LI;40924;2;7;28;54;0;0;0;0;0;0;0;30
S›L›VR›;K‹«‹K S›NEKL›;16779;1;3;8;18;0;0;0;0;0;0;0;11
S›L›VR›;M›MAR S›NAN;40923;37;139;559;822;9;3;33;72;1;2;4;1349
S›L›VR›;ORTAK÷Y;40938;20;75;307;496;1;1;4;10;1;2;0;353
S›L›VR›;P›R› MEHMET PAﬁA;40919;11;30;124;278;6;4;19;40;0;1;1;584
S›L›VR›;SANCAKTEPE;40931;23;85;341;526;1;0;7;15;1;1;2;453
S›L›VR›;SAYALAR;191859;4;10;32;75;0;0;1;3;0;0;0;43
S›L›VR›;SEL›MPAﬁA;40940;31;165;814;1319;5;2;23;64;3;5;5;1515
S›L›VR›;SEM›ZKUMLAR;40926;52;216;926;1347;3;0;9;20;1;2;3;1093
S›L›VR›;SEYMEN;191841;5;19;82;180;0;0;0;0;0;0;0;88
S›L›VR›;YEN›;40921;17;64;274;518;10;3;46;104;1;2;3;1964
S›L›VR›;YOL«ATI;40932;4;14;54;97;0;0;0;0;0;0;0;64
SULTANBEYL›;ABDURRAHMANGAZ›;40949;14;68;389;781;11;7;36;85;1;1;2;1763
SULTANBEYL›;AD›L;40943;2;12;96;265;0;0;5;19;0;0;1;578
SULTANBEYL›;AHMET YESEV›;40942;8;45;292;677;6;2;23;57;0;0;1;1305
SULTANBEYL›;AKﬁEMSETT›N;40956;4;29;182;377;2;1;11;30;0;0;1;631
SULTANBEYL›;BATTALGAZ›;40944;9;58;368;789;4;2;23;63;1;1;2;1470
SULTANBEYL›;FAT›H;40951;6;40;256;518;5;2;20;48;0;0;1;1112
SULTANBEYL›;HAM›D›YE;40952;12;67;379;702;10;6;36;83;1;1;2;1651
SULTANBEYL›;HASANPAﬁA;40948;6;36;217;461;4;3;17;42;0;0;1;955
SULTANBEYL›;MEC›D›YE;40945;7;42;260;568;4;3;17;46;0;1;2;1075
SULTANBEYL›;MEHMET AK›F;40950;12;60;362;743;10;5;34;78;1;1;2;1581
SULTANBEYL›;M›MAR S›NAN;40946;3;26;178;436;0;0;5;24;1;1;2;626
SULTANBEYL›;NEC›P FAZIL;40954;8;52;285;512;5;2;21;51;1;1;2;1082
SULTANBEYL›;ORHANGAZ›;40955;7;41;223;410;6;3;22;51;1;1;1;918
SULTANBEYL›;TURGUT RE›S;40947;3;23;168;417;1;0;10;29;0;0;1;742
SULTANBEYL›;YAVUZ SEL›M;40953;8;49;294;569;5;2;20;50;0;1;1;1146
SULTANGAZ›;50. YIL;40471;10;32;278;1045;14;7;45;105;1;1;2;1779
SULTANGAZ›;75. YIL;40467;2;5;47;262;2;0;8;22;0;0;1;387
SULTANGAZ›;CEBEC›;40474;7;30;256;923;5;2;21;56;1;1;1;1347
SULTANGAZ›;CUMHUR›YET;40465;1;2;25;134;1;0;4;10;0;0;0;189
SULTANGAZ›;ESENTEPE;40470;4;19;160;686;3;1;17;48;0;1;1;1114
SULTANGAZ›;ESK› HAB›PLER;40356;1;6;37;120;0;0;0;4;0;0;0;139
SULTANGAZ›;GAZ›;40469;6;24;121;404;6;4;20;46;0;0;1;793
SULTANGAZ›;HAB›BLER;40477;3;19;91;275;0;0;0;8;0;0;0;137
SULTANGAZ›;›SMETPAﬁA;40475;4;13;138;611;5;2;17;45;0;0;1;980
SULTANGAZ›;MALKO«O–LU;40476;0;2;26;134;0;0;2;6;0;0;0;163
SULTANGAZ›;SULTAN«›FTL›–›;40472;3;10;104;454;4;1;14;35;0;0;1;641
SULTANGAZ›;U–UR MUMCU;40473;8;25;206;713;11;5;33;76;1;1;1;1207
SULTANGAZ›;YAYLA;40377;2;11;77;211;0;0;1;6;0;0;0;188
SULTANGAZ›;YUNUS EMRE;40466;2;9;74;360;3;2;14;37;0;0;1;667
SULTANGAZ›;Z‹BEYDE HANIM;40468;8;38;164;552;3;3;21;52;0;0;1;793
ﬁ›LE;A–A«DERE;191927;0;1;5;13;0;0;0;0;0;0;0;6
ﬁ›LE;A–VA MERKEZ;40961;1;4;39;117;0;0;0;0;0;1;1;40
ﬁ›LE;AHMETL›;191861;2;6;38;110;0;0;0;0;1;1;1;41
ﬁ›LE;AK«AKESE;191863;0;2;12;40;0;0;0;0;0;0;0;12
ﬁ›LE;ALACALI;191947;0;1;15;53;0;0;0;0;0;0;0;13
ﬁ›LE;AVCIKORU;191949;0;1;6;17;0;0;0;0;0;0;0;5
ﬁ›LE;BAL›BEY;40960;0;3;50;185;0;0;0;0;0;1;1;49
ﬁ›LE;BI«KIDERE;191951;1;3;14;33;0;0;0;1;0;0;0;16
ﬁ›LE;BOZGOCA;16785;0;0;3;9;0;0;0;0;0;0;0;2
ﬁ›LE;BUCAKLI;191897;0;1;10;33;0;0;0;0;0;0;0;10
ﬁ›LE;«ATAKLI;191899;1;1;7;18;0;0;0;0;0;0;0;9
ﬁ›LE;«AVUﬁ;40959;1;5;62;209;0;0;0;0;1;1;1;130
ﬁ›LE;«AYIRBAﬁI;191867;0;2;17;60;0;0;0;0;0;0;0;18
ﬁ›LE;«ELEB›;191901;0;0;4;15;0;0;0;0;0;0;0;4
ﬁ›LE;«ENG›LL›;191929;0;2;7;19;0;0;0;0;0;0;0;9
ﬁ›LE;DARLIK;191869;0;1;4;11;0;0;0;0;0;0;0;5
ﬁ›LE;DE–›RMEN«AYIRI;191931;1;6;26;63;0;0;0;0;0;0;0;30
ﬁ›LE;DO–ANCILI;191953;0;1;16;63;0;0;0;0;0;0;1;14
ﬁ›LE;ERENLER;191871;0;0;2;5;0;0;0;0;0;0;0;2
ﬁ›LE;ESENCEL›;191955;0;1;3;8;0;0;0;0;0;0;0;4
ﬁ›LE;GEREDEL›;191903;1;4;24;72;0;0;0;0;0;0;0;28
ﬁ›LE;G÷«E;191905;1;2;13;40;0;0;0;0;0;0;0;16
ﬁ›LE;G÷KMAﬁLI;16807;0;1;8;22;0;0;0;0;0;0;0;7
ﬁ›LE;G÷KSU;191909;1;3;12;32;0;0;0;0;0;0;0;14
ﬁ›LE;HACI KASIM;40958;0;0;7;29;0;0;0;0;0;0;0;10
ﬁ›LE;HACILLI;191911;0;2;8;20;0;0;0;0;0;0;0;10
ﬁ›LE;HASANLI;191933;1;2;9;26;0;0;0;0;0;0;0;12
ﬁ›LE;›MRENDERE;191873;0;2;15;48;0;0;0;0;0;0;0;10
ﬁ›LE;›MRENL›;191875;0;2;14;49;0;0;0;0;0;0;0;10
ﬁ›LE;›SAK÷Y;191913;1;1;10;20;0;0;0;0;0;0;0;11
ﬁ›LE;KABAKOZ;191877;1;4;23;75;0;0;0;0;0;0;0;19
ﬁ›LE;KADIK÷Y;191915;0;0;2;9;0;0;0;0;0;0;0;2
ﬁ›LE;KALEM;191917;0;1;9;28;0;0;0;0;0;0;0;10
ﬁ›LE;KARABEYL›;191879;0;1;6;18;0;0;0;0;0;0;0;7
ﬁ›LE;KARACAK÷Y;191881;0;1;7;25;0;0;0;0;0;0;0;6
ﬁ›LE;KARAK›RAZ;191957;0;1;7;23;0;0;0;0;0;0;0;5
ﬁ›LE;KARAMANDERE;191883;0;1;6;18;0;0;0;0;0;0;0;8
ﬁ›LE;KERVANSARAY;191959;0;1;7;19;0;0;0;0;0;0;0;7
ﬁ›LE;KIZILCA;191885;1;3;16;49;0;0;0;0;0;0;0;16
ﬁ›LE;KORUCU;191887;0;1;4;13;0;0;0;0;0;0;0;4
ﬁ›LE;K÷M‹RL‹K;191961;0;0;2;9;0;0;0;0;0;0;0;2
ﬁ›LE;KUMBABA;40957;1;5;52;154;0;0;0;0;1;1;1;56
ﬁ›LE;KURFALLI;191919;0;1;9;30;0;0;0;0;0;0;0;7
ﬁ›LE;KURNA;191963;0;0;5;21;0;0;0;0;0;0;0;4
ﬁ›LE;MEﬁRUT›YET;191889;0;1;12;40;0;0;0;0;0;0;0;11
ﬁ›LE;ORU«O–LU;191965;1;3;16;36;0;0;0;0;0;0;0;19
ﬁ›LE;OSMANK÷Y;191935;1;2;8;20;0;0;0;0;0;0;0;10
ﬁ›LE;OVACIK;191891;0;1;4;12;0;0;0;0;0;0;0;4
ﬁ›LE;SAH›LK÷Y;191967;0;2;26;94;0;0;0;0;0;0;0;23
ﬁ›LE;SATMAZLI;191893;1;2;10;30;0;0;0;0;0;0;0;11
ﬁ›LE;SOFULAR;191969;0;0;5;19;0;0;0;0;0;0;0;5
ﬁ›LE;SO–ULLU;191921;1;2;9;23;0;0;0;0;0;0;0;10
ﬁ›LE;SORTULLU;191937;0;1;3;8;0;0;0;0;0;0;0;5
ﬁ›LE;ﬁUAY›PL›;191923;0;0;7;25;0;0;0;0;0;0;0;6
ﬁ›LE;TEKE;16816;1;3;16;41;0;0;0;0;0;0;0;20
ﬁ›LE;ULUPEL›T;191971;1;2;10;27;0;0;0;0;0;0;0;12
ﬁ›LE;‹VEZL›;191973;0;0;4;16;0;0;0;0;0;0;0;3
ﬁ›LE;YAKA;191939;1;2;8;19;0;0;0;0;0;0;0;10
ﬁ›LE;YAYLALI;191941;0;1;3;9;0;0;0;0;0;0;0;4
ﬁ›LE;YAZIMANAYIR;191943;0;2;7;20;0;0;0;0;0;0;0;9
ﬁ›LE;YEN›K÷Y;191895;0;1;7;20;0;0;0;0;0;0;0;10
ﬁ›LE;YEﬁ›LVAD›;191945;0;1;4;13;0;0;0;0;0;0;0;4
ﬁ›ﬁL›;19 MAYIS;40685;2;5;24;131;2;1;7;14;0;0;0;145
ﬁ›ﬁL›;BOZKURT;40687;3;7;37;187;2;1;6;13;0;0;0;174
ﬁ›ﬁL›;CUMHUR›YET;40688;2;4;21;122;2;1;5;10;0;0;0;96
ﬁ›ﬁL›;DUATEPE;40689;2;4;22;118;1;1;5;9;0;0;0;115
ﬁ›ﬁL›;ERGENEKON;40690;1;5;23;98;1;1;3;6;0;0;0;48
ﬁ›ﬁL›;ESENTEPE;40691;2;7;33;145;0;0;3;10;1;0;1;116
ﬁ›ﬁL›;ESK›ﬁEH›R;40692;4;14;69;248;3;2;8;17;0;0;0;286
ﬁ›ﬁL›;FER›K÷Y;40693;3;7;37;182;3;2;8;17;0;0;0;229
ﬁ›ﬁL›;FULYA;40694;2;5;26;166;3;1;10;20;0;1;1;192
ﬁ›ﬁL›;G‹LBAHAR;40695;2;7;37;176;3;1;9;19;0;0;0;313
ﬁ›ﬁL›;HALASKARGAZ›;40698;1;3;15;80;0;0;2;4;0;0;0;31
ﬁ›ﬁL›;HAL›DE ED›P ADIVAR;40696;2;6;33;154;2;0;6;15;0;0;0;266
ﬁ›ﬁL›;HAL›L RIFAT PAﬁA;40697;1;5;22;80;1;0;3;7;0;0;0;101
ﬁ›ﬁL›;HARB›YE;40699;1;3;15;68;0;0;1;3;0;0;0;39
ﬁ›ﬁL›;›N÷N‹;40711;3;11;49;172;1;0;3;7;0;0;0;104
ﬁ›ﬁL›;›ZZET PAﬁA;40712;2;6;30;118;2;1;5;10;0;0;0;158
ﬁ›ﬁL›;KAPTANPAﬁA;40701;0;1;5;20;0;0;1;2;0;0;0;54
ﬁ›ﬁL›;KUﬁTEPE;40702;5;22;104;343;4;3;13;29;0;0;0;397
ﬁ›ﬁL›;MAHMUT ﬁEVKET PAﬁA;40703;4;13;64;255;5;3;15;31;0;0;1;440
ﬁ›ﬁL›;MEC›D›YEK÷Y;40705;3;8;42;206;4;1;11;24;0;0;0;286
ﬁ›ﬁL›;MERKEZ;40706;4;10;54;284;3;1;10;21;1;1;1;194
ﬁ›ﬁL›;MEﬁRUT›YET;40707;7;13;58;263;4;2;10;18;0;0;0;188
ﬁ›ﬁL›;PAﬁA;40708;5;21;93;325;4;2;12;27;0;0;1;410
ﬁ›ﬁL›;TEﬁV›K›YE;40709;3;6;30;180;2;1;7;15;0;0;0;155
ﬁ›ﬁL›;YAYLA;40710;4;14;65;212;3;2;9;20;0;0;0;308
TUZLA;AKFIRAT;40725;1;11;65;117;0;0;0;2;0;0;0;142
TUZLA;ANADOLU;40730;0;4;23;48;0;0;0;1;0;0;0;43
TUZLA;AYDINLI;40720;41;176;821;1481;22;12;87;188;2;3;9;3467
TUZLA;AYDINTEPE;40717;11;38;191;458;12;6;34;72;1;1;2;1119
TUZLA;CAM›;40724;26;73;250;278;11;6;33;61;1;1;2;729
TUZLA;EVL›YA «ELEB›;40718;19;65;255;395;9;4;27;56;1;1;3;931
TUZLA;FAT›H;40731;1;5;32;72;0;0;0;0;0;0;0;43
TUZLA;›«MELER;40716;14;43;193;344;8;5;27;54;0;0;1;725
TUZLA;›STASYON;40723;46;98;312;450;29;19;80;149;1;2;5;1930
TUZLA;MESC›T;40732;5;27;123;197;1;1;7;17;1;1;2;371
TUZLA;M›MAR S›NAN;40721;77;199;586;717;57;43;159;293;1;2;5;3143
TUZLA;ORHANLI;40728;12;72;332;526;1;1;6;12;0;1;4;157
TUZLA;ORTA;40729;3;24;138;274;1;0;4;13;0;1;1;429
TUZLA;POSTANE;40719;56;183;737;1001;17;10;65;130;2;2;6;1878
TUZLA;ﬁ›FA;40722;103;238;673;733;81;50;218;392;2;2;6;4163
TUZLA;TEPE÷REN;40726;8;49;287;595;0;0;2;4;1;1;0;332
TUZLA;YAYLA;40715;23;65;292;553;19;12;59;121;1;1;2;1815
‹MRAN›YE;ADEM YAVUZ;98684;5;24;137;356;2;1;12;28;0;0;1;599
‹MRAN›YE;ALTINﬁEH›R;98685;3;15;126;418;3;1;12;31;1;1;1;694
‹MRAN›YE;ARMA–ANEVLER;98686;2;9;87;346;1;0;9;26;0;0;1;678
‹MRAN›YE;AﬁA–I DUDULLU;40742;5;26;151;337;2;1;11;26;0;0;1;497
‹MRAN›YE;ATAKENT;40748;1;6;57;197;0;0;4;14;0;0;0;412
‹MRAN›YE;ATAT‹RK;40735;2;7;68;276;2;1;9;23;0;0;0;423
‹MRAN›YE;CEM›L MER›«;98688;14;56;284;644;7;7;24;57;1;1;1;1014
‹MRAN›YE;«AKMAK;40738;1;5;52;275;0;0;5;18;0;0;1;424
‹MRAN›YE;«AMLIK;98689;0;3;28;161;0;0;2;8;0;0;0;209
‹MRAN›YE;DUMLUPINAR;98690;5;29;163;434;0;0;9;23;0;0;1;460
